index,timestamp,age,industry,job title,job_title_context,salary,compensation,currency,other_currency,income_context,country,state,city,professional_experience_overall,professional_experience_in_specified_field,education,gender,race,total_salary,amount_usd
4120,4/27/2021 12:25:20,29.5,education (other),librarian,,70270,250.0,CAD,,,canada,ontario,toronto,15.5,6.0,Master's degree,Non-binary,White,70520.0,52184.8
4123,4/27/2021 12:25:20,39.5,education (higher education),assistant professor,,68000,0.0,USD,,,united states,washington,bellingham,6.0,6.0,PhD,Woman,White,68000.0,68000.0
4125,4/27/2021 12:25:27,29.5,business or consulting,senior associate,,141500,17000.0,USD,,,united states,oregon,portland,9.0,9.0,Master's degree,Woman,White,158500.0,158500.0
4133,4/27/2021 12:25:39,29.5,education (higher education),academic advisor,,44000,0.0,USD,,,united states,nevada,las vegas,9.0,9.0,Master's degree,Woman,White,44000.0,44000.0
4138,4/27/2021 12:25:46,49.5,education (higher education),executive assistant,,72000,0.0,USD,,,united states,oregon,corvallis,25.5,9.0,College degree,Woman,White,72000.0,72000.0
4139,4/27/2021 12:25:46,29.5,education (primary/secondary),teacher,"6th grade, language arts",47700,1000.0,USD,,"I do extra duties for hourly pay - tutoring, clubs, etc. This adds up to about 1,000 per year extra.",united states,florida,orlando,6.0,6.0,College degree,Non-binary,White,48700.0,48700.0
4145,4/27/2021 12:25:54,49.5,nonprofits,human resources manager,,66000,0.0,USD,,,united states,colorado,denver,25.5,15.5,College degree,Woman,White,66000.0,66000.0
4150,4/27/2021 12:26:01,29.5,health care,process engineer,,114000,15000.0,USD,,,united states,massachusetts,cambridge,6.0,3.0,Master's degree,Woman,Asian or Asian American,129000.0,129000.0
4159,4/27/2021 12:26:19,49.5,property or construction,project manager,,60000,12000.0,USD,,,united states,north carolina,raleigh,25.5,25.5,College degree,Man,White,72000.0,72000.0
4163,4/27/2021 12:26:24,29.5,"accounting, banking & finance",analyst,,72000,0.0,USD,,,united states,virginia,richmond,6.0,3.0,Master's degree,Woman,White,72000.0,72000.0
4164,4/27/2021 12:26:32,29.5,computing or tech,customer success manager,,72500,0.0,USD,,,united states,massachusetts,boston,6.0,3.0,College degree,Woman,White,72500.0,72500.0
4173,4/27/2021 12:26:39,29.5,education (higher education),research analyst,Fundraising prospect research ,50000,0.0,USD,,,united states,california,san diego,9.0,6.0,Master's degree,Woman,White,50000.0,50000.0
4174,4/27/2021 12:26:45,29.5,law,paralegal,,33280,0.0,USD,,,united states,michigan,st clair shores,9.0,1.0,College degree,Woman,White,33280.0,33280.0
4176,4/27/2021 12:26:51,39.5,"accounting, banking & finance",senior financial analyst,,76000,2500.0,USD,,,united states,michigan,holland,15.5,15.5,College degree,Woman,White,78500.0,78500.0
4181,4/27/2021 12:26:58,39.5,engineering or manufacturing,project engineer,,97000,0.0,USD,,,united states,texas,houston,15.5,15.5,Master's degree,Woman,White,97000.0,97000.0
4186,4/27/2021 12:27:06,49.5,insurance,financial analyst,,87090,12000.0,USD,,,united states,illinois,chicago,25.5,15.5,Master's degree,Woman,Another option not listed here or prefer not to answer,99090.0,99090.0
4187,4/27/2021 12:27:06,29.5,"marketing, advertising & pr",marketing manager,,69000,3000.0,USD,,,united states,maryland,baltimore,9.0,9.0,College degree,Woman,White,72000.0,72000.0
4192,4/27/2021 12:27:16,49.5,utilities & telecommunications,project manager,,95900,9600.0,USD,,That 10% bonus is conditional,united states,texas,allen ,25.5,6.0,College degree,Woman,White,105500.0,105500.0
4196,4/27/2021 12:27:23,39.5,education (higher education),librarian,,40300,0.0,USD,,,canada,ontario,toronto,6.0,6.0,Master's degree,Man,White,40300.0,40300.0
4202,4/27/2021 12:27:35,39.5,nonprofits,director,Marketing Communications,110000,0.0,USD,,,united states,washington,seattle,15.5,6.0,College degree,Woman,Asian or Asian American,110000.0,110000.0
4206,4/27/2021 12:27:40,29.5,recruitment or hr,hr generalist,I also handle a lot of administrative work and account management due to COVID,50000,3000.0,USD,,,united states,wisconsin,wales,6.0,6.0,,Woman,White,53000.0,53000.0
4207,4/27/2021 12:27:40,39.5,computing or tech,systems engineer,,62000,1200.0,USD,,,united states,kentucky,louisville,15.5,3.0,College degree,Man,White,63200.0,63200.0
4208,4/27/2021 12:27:40,39.5,computing or tech,product manager,,200000,0.0,USD,,"Total Comp = Salary ($200K) + Equity ($100K, varies) + Bonuses + Benefits ",united states,california,san francisco,15.5,6.0,College degree,Woman,Asian or Asian American,200000.0,200000.0
4214,4/27/2021 12:27:51,29.5,engineering or manufacturing,software engineer,,1100000,0.0,USD,,,united states,pennsylvania,king of prussia,6.0,6.0,Master's degree,Woman,White,1100000.0,1100000.0
4227,4/27/2021 12:28:08,29.5,education (higher education),software developer,I work for the library at a university,64000,0.0,USD,,,united states,michigan,ann arbor,6.0,6.0,College degree,Non-binary,White,64000.0,64000.0
4233,4/27/2021 12:28:17,29.5,government and public administration,staff attorney,,80000,0.0,USD,,,united states,washington,olympia,9.0,6.0,"Professional degree (MD, JD, etc.)",Woman,White,80000.0,80000.0
4234,4/27/2021 12:28:18,39.5,nonprofits,senior program manager,,120000,0.0,USD,,,united states,district of columbia,washington ,15.5,9.0,Master's degree,Woman,White,120000.0,120000.0
4239,4/27/2021 12:28:27,39.5,engineering or manufacturing,mechanical engineer,,123000,5000.0,USD,,,united states,ohio,cincinnati ,15.5,6.0,Master's degree,Woman,White,128000.0,128000.0
4241,4/27/2021 12:28:30,29.5,health care,senior project manager,,96000,6000.0,USD,,,united states,pennsylvania,pittsburgh,15.5,6.0,Master's degree,Woman,White,102000.0,102000.0
4247,4/27/2021 12:28:38,21.0,"marketing, advertising & pr",marketing coordinator,,52000,0.0,USD,,,united states,california,torrance ,3.0,3.0,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",52000.0,52000.0
4251,4/27/2021 12:28:41,29.5,business or consulting,project manager,,86400,4000.0,USD,,,united states,missouri,kansas city mo,6.0,6.0,College degree,Woman,White,90400.0,90400.0
4262,4/27/2021 12:28:57,39.5,computing or tech,customer success manager,,98000,13000.0,USD,,,united states,illinois,chicago,15.5,15.5,College degree,Woman,White,111000.0,111000.0
4267,4/27/2021 12:29:03,39.5,"accounting, banking & finance",senior accountant,No accounting designation ,73000,3000.0,CAD,,17 years at current company,canada,british columbia,victoria,15.5,15.5,Some college,Woman,White,76000.0,56240.0
4269,4/27/2021 12:29:04,49.5,nonprofits,administrative assistant ,My job is actually office manager but they don't like the title so I'm stuck with AA,39000,0.0,USD,,,united states,georgia,cartersville,25.5,15.5,High School,Woman,"Native American or Alaska Native, White",39000.0,39000.0
4272,4/27/2021 12:29:22,29.5,law,associate attorney,,62400,1500.0,TTD,TTD,,trinidad and tobago,,san fernando,3.0,3.0,"Professional degree (MD, JD, etc.)",Woman,Another option not listed here or prefer not to answer,63900.0,9585.0
4281,4/27/2021 12:29:31,29.5,computing or tech,software engineer ii,"mid-level software engineer, neither senior nor junior",96000,3000.0,USD,,,united states,massachusetts,boston,6.0,3.0,College degree,Woman,White,99000.0,99000.0
4283,4/27/2021 12:29:38,29.5,law,paralegal,Immigration Law,70210,15000.0,USD,,,united states,california,santa clara,3.0,6.0,College degree,Woman,White,85210.0,85210.0
4284,4/27/2021 12:29:46,49.5,business or consulting,senior manager,,208000,25000.0,USD,,,united states,texas,arlington,25.5,25.5,College degree,Woman,White,233000.0,233000.0
4289,4/27/2021 12:29:49,29.5,computing or tech,project coordinator,,57000,0.0,USD,,,united states,california,sacramento,9.0,9.0,College degree,Woman,White,57000.0,57000.0
4299,4/27/2021 12:30:03,49.5,computing or tech,marketing manager,,49000,0.0,GBP,,,united kingdom,,stevenage,15.5,9.0,College degree,Woman,White,49000.0,61740.0
4302,4/27/2021 12:30:05,29.5,art & design,graphic designer,Print Production Artist,32000,0.0,USD,,,united states,north carolina,charlotte,9.0,6.0,College degree,Woman,Another option not listed here or prefer not to answer,32000.0,32000.0
4304,4/27/2021 12:30:05,39.5,insurance,project manager ,,60000,3000.0,USD,,,united states,texas,tyler,25.5,25.5,High School,Woman,White,63000.0,63000.0
4309,4/27/2021 12:30:09,29.5,health care,office manager,,40000,1500.0,USD,,,united states,virginia,brambleton,3.0,3.0,Master's degree,Woman,White,41500.0,41500.0
4322,4/27/2021 12:30:20,39.5,"accounting, banking & finance",senior financial analyst,,67000,0.0,USD,,Additional $23K in insurance and retirement benefits,united states,iowa,iowa city,25.5,25.5,Master's degree,Woman,White,67000.0,67000.0
4342,4/27/2021 12:30:59,29.5,education (primary/secondary),teacher,Middle School Teacher - 6th Grade Math,50000,3000.0,USD,,,united states,nevada,fallon,6.0,6.0,Master's degree,Woman,White,53000.0,53000.0
4344,4/27/2021 12:31:02,29.5,health care,registered nurse,,88000,10000.0,USD,,,united states,alaska,anchorage,9.0,9.0,College degree,Woman,White,98000.0,98000.0
4350,4/27/2021 12:31:09,59.5,law,paralegal,,63000,0.0,USD,,,united states,maryland,columbia ,25.5,15.5,College degree,Man,White,63000.0,63000.0
4352,4/27/2021 12:31:14,49.5,"accounting, banking & finance",program manager,,118000,15000.0,USD,,,united states,minnesota,minneapolis,25.5,15.5,Master's degree,Man,White,133000.0,133000.0
4360,4/27/2021 12:31:31,21.0,government and public administration,office manager,,54000,2250.0,USD,,,united states,washington,,3.0,3.0,College degree,Woman,White,56250.0,56250.0
4361,4/27/2021 12:31:33,29.5,"accounting, banking & finance",accountant,,52000,2500.0,USD,,,united states,florida,miami,6.0,6.0,College degree,Woman,White,54500.0,54500.0
4362,4/27/2021 12:31:37,39.5,"marketing, advertising & pr",communications specialist,,65000,0.0,CAD,,,canada,ontario,toronto ontario,25.5,6.0,College degree,Man,White,65000.0,48100.0
4367,4/27/2021 12:31:46,29.5,education (primary/secondary),teacher,,46500,0.0,CAD,,,canada,ontario,london,15.5,6.0,College degree,Woman,White,46500.0,34410.0
4368,4/27/2021 12:31:46,39.5,nonprofits,supervisor,,64000,0.0,USD,,,united states,illinois,chicago,6.0,15.5,College degree,,White,64000.0,64000.0
4369,4/27/2021 12:31:48,49.5,hospitality & events,operations manager,,57000,0.0,USD,,,united states,pennsylvania,scranton,25.5,6.0,High School,Woman,White,57000.0,57000.0
4371,4/27/2021 12:31:48,39.5,education (primary/secondary),human resources manager,,80000,0.0,USD,,,united states,massachusetts,boston,15.5,3.0,College degree,Woman,White,80000.0,80000.0
4372,4/27/2021 12:31:50,39.5,computing or tech,senior software engineer,,110000,5000.0,USD,,,united states,illinois,chicago,6.0,6.0,College degree,Man,White,115000.0,115000.0
4373,4/27/2021 12:31:52,21.0,computing or tech,software engineer,,39000,1000.0,GBP,,,united kingdom,,london,1.0,1.0,College degree,Man,"White, Another option not listed here or prefer not to answer",40000.0,50400.0
4376,4/27/2021 12:31:57,29.5,nonprofits,director,,72000,0.0,USD,,,united states,minnesota,minneapolis,3.0,3.0,PhD,Woman,White,72000.0,72000.0
4382,4/27/2021 12:32:06,39.5,health care,senior analyst,,103000,5000.0,USD,,,united states,washington,seattle,15.5,15.5,College degree,Woman,White,108000.0,108000.0
4385,4/27/2021 12:32:10,59.5,computing or tech,instructional designer,,125000,10000.0,USD,,,united states,washington,kirkland,35.5,35.5,Master's degree,Man,White,135000.0,135000.0
4392,4/27/2021 12:32:23,59.5,insurance,manager,,158160,21035.0,USD,,"the additional dollars are incentive and based on meeting targets. could be higher or lower, I gave the amount if we are at exactly 100% of all targets",united states,washington,renton,41.0,35.5,College degree,Woman,White,179195.0,179195.0
4393,4/27/2021 12:32:27,39.5,engineering or manufacturing,controller,"Corporate accounting, finance, and HR",90000,0.0,USD,,,united states,illinois,springfield,15.5,9.0,College degree,Woman,White,90000.0,90000.0
4395,4/27/2021 12:32:44,29.5,law,attorney,Government,101000,0.0,USD,,,united states,new york,new york city,9.0,9.0,"Professional degree (MD, JD, etc.)",Woman,White,101000.0,101000.0
4415,4/27/2021 12:33:23,29.5,computing or tech,staff accountant,,56160,250.0,USD,,,united states,district of columbia,dc,6.0,3.0,College degree,Woman,White,56410.0,56410.0
4417,4/27/2021 12:33:28,29.5,sales,account manager,,80000,40000.0,USD,,,united states,michigan,ann arbor,3.0,1.0,College degree,Woman,Black or African American,120000.0,120000.0
4418,4/27/2021 12:33:31,29.5,education (higher education),assistant professor,"Tenure-track, R1 institution, state school (no raises due to legislative budget cuts)",69500,7700.0,USD,,"I am on a 9 month contract, so the first total represents my base salary, and the ""bonus"" is my monthly rate if I pick up a paid summer project or teach a summer course. I can only work 11 months of the year on state dollars, but I can fund up to 12 months on external grant dollars.",united states,iowa,ames,6.0,9.0,PhD,Woman,"Native American or Alaska Native, White",77200.0,77200.0
4427,4/27/2021 12:33:54,39.5,education (higher education),coordinator,,41200,0.0,USD,,,united states,colorado,trinidad,15.5,3.0,College degree,Woman,White,41200.0,41200.0
4435,4/27/2021 12:34:15,21.0,law,paralegal,,51000,0.0,USD,,,united states,new york,new york city,1.0,1.0,College degree,Woman,White,51000.0,51000.0
4436,4/27/2021 12:34:15,49.5,nonprofits,director,,53500,0.0,USD,,,united states,new york,albany,25.5,15.5,College degree,Woman,Asian or Asian American,53500.0,53500.0
4437,4/27/2021 12:34:16,49.5,"marketing, advertising & pr",senior manager,,80000,10000.0,USD,,,united states,pennsylvania,philadelphia,15.5,15.5,Some college,Woman,White,90000.0,90000.0
4441,4/27/2021 12:34:23,29.5,"marketing, advertising & pr",marketing director,,68000,0.0,USD,,,united states,wisconsin,green bay,6.0,6.0,College degree,Woman,White,68000.0,68000.0
4442,4/27/2021 12:34:25,39.5,cannabis,general manager,,42000,10000.0,USD,,,united states,michigan,fraser,15.5,3.0,College degree,Woman,White,52000.0,52000.0
4446,4/27/2021 12:34:34,59.5,education (higher education),project manager,"IT projects, not construction",62172,2700.0,USD,,"My longevity pay (bonus) goes up by $100 per year, maxing out at 30 years",united states,tennessee,knoxville,35.5,3.0,Some college,Woman,White,64872.0,64872.0
4450,4/27/2021 12:34:37,29.5,education (higher education),associate director,,95000,0.0,USD,,,united states,massachusetts,boston,9.0,6.0,Master's degree,Woman,White,95000.0,95000.0
4453,4/27/2021 12:34:39,29.5,nonprofits,office manager,,52000,0.0,USD,,,united states,washington,,6.0,3.0,College degree,Woman,White,52000.0,52000.0
4457,4/27/2021 12:34:48,39.5,nonprofits,assistant director,,94400,4000.0,USD,,,united states,new york,new york city,15.5,15.5,College degree,Woman,Black or African American,98400.0,98400.0
4475,4/27/2021 12:35:38,39.5,for profit education,director of operations,,66000,0.0,USD,,,united states,pennsylvania,king of prussia,15.5,15.5,College degree,Woman,White,66000.0,66000.0
4476,4/27/2021 12:35:39,39.5,property or construction,project manager,,95000,0.0,USD,,,united states,california,san diego,15.5,6.0,Master's degree,Woman,White,95000.0,95000.0
4477,4/27/2021 12:35:40,39.5,engineering or manufacturing,accounting manager,,120000,30000.0,USD,,,united states,arkansas,osceola,15.5,15.5,College degree,Woman,White,150000.0,150000.0
4490,4/27/2021 12:36:12,29.5,government and public administration,program manager,,98000,800.0,CAD,,,canada,ontario,ottawa,15.5,15.5,College degree,Woman,White,98800.0,73112.0
4492,4/27/2021 12:36:15,39.5,engineering or manufacturing,engineering manager,Within a specialized field of applied physics,131000,0.0,USD,,,united states,arizona,tucson ,15.5,9.0,Master's degree,Woman,White,131000.0,131000.0
4497,4/27/2021 12:36:47,39.5,nonprofits,vice president,,99221,0.0,USD,,The standard hours of work are 7.5 hours a day (37.5 hours a week); however the salary has been converted to 8 hours a day/40 hours a week.,united states,florida,orlando,25.5,25.5,PhD,Woman,Black or African American,99221.0,99221.0
4499,4/27/2021 12:36:48,39.5,engineering or manufacturing,software engineer,"Embedded, automotive ",110000,10000.0,CAD,,,canada,ontario,markham,15.5,9.0,Master's degree,Woman,White,120000.0,88800.0
4506,4/27/2021 12:36:56,39.5,computing or tech,senior engineer,,145000,0.0,USD,,,united states,missouri,st louis,25.5,25.5,College degree,Woman,White,145000.0,145000.0
4509,4/27/2021 12:37:04,39.5,"accounting, banking & finance",partner,,266250,100000.0,USD,,,united states,new york,new york city,15.5,15.5,"Professional degree (MD, JD, etc.)",Woman,White,366250.0,366250.0
4514,4/27/2021 12:37:09,39.5,education (higher education),assistant professor,,63000,15000.0,USD,,,united states,illinois,chicago,15.5,41.0,Master's degree,Woman,Black or African American,78000.0,78000.0
4515,4/27/2021 12:37:10,39.5,business or consulting,marketing director,,156000,35000.0,USD,,,united states,illinois,chicago,15.5,9.0,Master's degree,Woman,White,191000.0,191000.0
4521,4/27/2021 12:37:20,39.5,"accounting, banking & finance",analyst,,82000,8200.0,USD,,,united states,mississippi,tupelo,15.5,15.5,College degree,Man,White,90200.0,90200.0
4526,4/27/2021 12:37:28,49.5,government and public administration,communications specialist,,76000,0.0,USD,,,united states,wisconsin,madison,25.5,15.5,Master's degree,Woman,White,76000.0,76000.0
4528,4/27/2021 12:37:31,39.5,law,attorney,,95000,0.0,USD,,,united states,washington,,15.5,15.5,"Professional degree (MD, JD, etc.)",Man,White,95000.0,95000.0
4529,4/27/2021 12:37:35,39.5,nonprofits,librarian,,58657,0.0,USD,,,united states,oklahoma,oklahoma city,9.0,9.0,Master's degree,Woman,White,58657.0,58657.0
4539,4/27/2021 12:37:57,29.5,computing or tech,software engineer ii,,148000,0.0,USD,,,united states,wisconsin,madison,6.0,6.0,Master's degree,Man,White,148000.0,148000.0
4548,4/27/2021 12:38:12,29.5,"marketing, advertising & pr",communications specialist,,77000,1500.0,CAD,,,canada,ontario,toronto,15.5,6.0,College degree,Woman,Another option not listed here or prefer not to answer,78500.0,58090.0
4550,4/27/2021 12:38:30,29.5,computing or tech,software engineer,,250000,30000.0,USD,,Includes stock,united states,california,san francisco,9.0,9.0,College degree,Woman,Asian or Asian American,280000.0,280000.0
4555,4/27/2021 12:38:47,29.5,art & design,controller,,125000,7000.0,USD,,,united states,california,san francisco,15.5,15.5,College degree,Woman,White,132000.0,132000.0
4556,4/27/2021 12:38:49,39.5,health care,registered nurse,,66900,0.0,USD,,,united states,illinois,bloomington,25.5,9.0,College degree,Woman,White,66900.0,66900.0
4577,4/27/2021 12:39:41,39.5,education (higher education),assistant director,,59000,0.0,USD,,,united states,virginia,williamsburg,15.5,15.5,Master's degree,Woman,White,59000.0,59000.0
4578,4/27/2021 12:39:43,59.5,education (higher education),librarian,,49000,0.0,USD,,,united states,north carolina,hamlet,35.5,35.5,Master's degree,Woman,White,49000.0,49000.0
4579,4/27/2021 12:39:43,49.5,education (higher education),data analyst,,50000,0.0,USD,,,united states,georgia,augusta,25.5,3.0,Some college,Woman,White,50000.0,50000.0
4582,4/27/2021 12:39:48,29.5,computing or tech,product manager,,115000,0.0,USD,,,united states,new york,new york city,6.0,3.0,PhD,Woman,Asian or Asian American,115000.0,115000.0
4583,4/27/2021 12:39:49,49.5,education (higher education),librarian,Subject librarian in a university library,110000,0.0,USD,,,united states,florida,princeton,25.5,15.5,Master's degree,Man,White,110000.0,110000.0
4585,4/27/2021 12:39:55,29.5,education (primary/secondary),teacher,,42000,0.0,USD,,,united states,indiana,hammond,9.0,6.0,Master's degree,Woman,White,42000.0,42000.0
4586,4/27/2021 12:39:56,39.5,education (higher education),librarian,,65000,0.0,USD,,,united states,florida,miami,15.5,15.5,Master's degree,Woman,White,65000.0,65000.0
4594,4/27/2021 12:40:10,29.5,"accounting, banking & finance",senior associate,,90000,5000.0,USD,,,united states,district of columbia,washington ,6.0,6.0,College degree,Woman,White,95000.0,95000.0
4613,4/27/2021 12:40:52,39.5,computing or tech,research scientist,,250000,0.0,USD,,,united states,georgia,atlanta,15.5,15.5,PhD,Woman,White,250000.0,250000.0
4618,4/27/2021 12:41:03,39.5,education (higher education),librarian,,37000,0.0,USD,,,united states,pennsylvania,scranton,15.5,6.0,College degree,Woman,White,37000.0,37000.0
4623,4/27/2021 12:41:14,39.5,computing or tech,software engineer,,32000,0.0,GBP,,,united kingdom,,sheffield,9.0,1.0,Master's degree,Woman,White,32000.0,40320.0
4625,4/27/2021 12:41:21,49.5,education (higher education),program coordinator,,44000,0.0,USD,,,united states,arizona,tucson,25.5,25.5,College degree,Woman,White,44000.0,44000.0
4628,4/27/2021 12:41:24,29.5,nonprofits,program manager,,70000,0.0,USD,,I received a $10k salary increase this year to supplement the cost of a graduate degree. If I were not in school my salary would be $60k. ,united states,massachusetts,boston,9.0,9.0,Master's degree,Woman,White,70000.0,70000.0
4631,4/27/2021 12:41:35,29.5,retail,hr generalist,,80000,0.0,USD,,,united states,georgia,atlanta,15.5,15.5,Master's degree,Woman,Black or African American,80000.0,80000.0
4632,4/27/2021 12:41:39,29.5,nonprofits,manager,Policy an Advocacy ,80000,0.0,USD,,,united states,district of columbia,washington ,9.0,9.0,Master's degree,Woman,White,80000.0,80000.0
4634,4/27/2021 12:41:44,49.5,nonprofits,manager,,93000,0.0,USD,,,united states,district of columbia,washington ,25.5,25.5,PhD,Woman,White,93000.0,93000.0
4643,4/27/2021 12:42:01,39.5,law,staff attorney,government,77000,0.0,USD,,,united states,missouri,st louis,9.0,9.0,"Professional degree (MD, JD, etc.)",Woman,White,77000.0,77000.0
4646,4/27/2021 12:42:09,29.5,government and public administration,research analyst,,39000,0.0,USD,,,united states,pennsylvania,harrisburg,3.0,3.0,College degree,Woman,White,39000.0,39000.0
4651,4/27/2021 12:42:15,21.0,computing or tech,hr generalist,,60000,0.0,USD,,,united states,minnesota,minneapolis,3.0,3.0,College degree,Woman,White,60000.0,60000.0
4652,4/27/2021 12:42:16,29.5,nonprofits,program manager,,57000,2000.0,USD,,,united states,illinois,chicago,6.0,6.0,College degree,Woman,White,59000.0,59000.0
4661,4/27/2021 12:42:33,39.5,"accounting, banking & finance",senior accountant,Public Accounting - Tax,59000,0.0,USD,,,united states,north carolina,durham,6.0,3.0,"Professional degree (MD, JD, etc.)",Woman,White,59000.0,59000.0
4663,4/27/2021 12:42:35,29.5,"accounting, banking & finance",senior analyst,,81000,8000.0,USD,,,cayman islands,,gc,6.0,1.0,College degree,Woman,Black or African American,89000.0,89000.0
4664,4/27/2021 12:42:39,29.5,education (primary/secondary),associate,"My job title is pretty unique and would immediately identify my company, so not sharing full title here. ",76000,0.0,USD,,,united states,new york,brooklyn,9.0,9.0,Master's degree,Woman,White,76000.0,76000.0
4680,4/27/2021 12:43:11,39.5,nonprofits,chief of staff,,172500,1000.0,USD,,,united states,virginia,alexandria,15.5,15.5,College degree,Woman,White,173500.0,173500.0
4681,4/27/2021 12:43:15,29.5,"marketing, advertising & pr",marketing coordinator,,50000,0.0,USD,,"My company offers a bonus based on whether the company hits goals in profitability and current ratio. If we hit 100% of both goals all four quarters, employees can receive the value of up to 15 days of pay. For me, that number would equal $2900. Last year, I received around $1000.",united states,minnesota,st paul,15.5,9.0,Master's degree,Woman,White,50000.0,50000.0
4694,4/27/2021 12:43:36,29.5,community foundation,program manager,,84000,0.0,USD,,,united states,california,san jose,6.0,3.0,Master's degree,Woman,White,84000.0,84000.0
4697,4/27/2021 12:43:38,29.5,media & digital,senior editor,,75000,0.0,USD,,,united states,florida,tampa,9.0,9.0,College degree,Man,White,75000.0,75000.0
4701,4/27/2021 12:43:47,29.5,oil & gas,data analyst,,92000,10000.0,CAD,,,canada,alberta,edmonton,9.0,9.0,College degree,Woman,White,102000.0,75480.0
4704,4/27/2021 12:43:51,29.5,retail,data scientist,,89000,0.0,USD,,,united states,north carolina,raleigh,3.0,3.0,Master's degree,Woman,White,89000.0,89000.0
4709,4/27/2021 12:44:14,49.5,computing or tech,senior software engineer,,145000,15000.0,USD,,,united states,minnesota,minneapolis,25.5,25.5,Master's degree,Woman,White,160000.0,160000.0
4711,4/27/2021 12:44:16,49.5,property or construction,office manager,,49920,0.0,USD,,,united states,tennessee,nashville,25.5,15.5,College degree,Woman,White,49920.0,49920.0
4715,4/27/2021 12:44:23,29.5,nonprofits,project manager,,40000,0.0,GBP,,,united kingdom,,london,9.0,3.0,Master's degree,Woman,Another option not listed here or prefer not to answer,40000.0,50400.0
4717,4/27/2021 12:44:28,39.5,"accounting, banking & finance",senior accountant,,90000,15000.0,USD,,,united states,illinois,chicago,15.5,3.0,Master's degree,Woman,White,105000.0,105000.0
4720,4/27/2021 12:44:31,39.5,"marketing, advertising & pr",copywriter,,85000,0.0,CAD,,,canada,ontario,toronto,25.5,15.5,College degree,Man,White,85000.0,62900.0
4724,4/27/2021 12:44:44,29.5,health care,project manager,,70000,0.0,USD,,,united states,massachusetts,boston,6.0,3.0,Master's degree,Woman,White,70000.0,70000.0
4728,4/27/2021 12:44:52,29.5,education (higher education),assistant professor,,52000,0.0,GBP,,,united kingdom,,london,9.0,9.0,PhD,Woman,White,52000.0,65520.0
4730,4/27/2021 12:44:57,49.5,nonprofits,chief of staff,,150000,0.0,USD,,,united states,massachusetts,boston,15.5,15.5,Master's degree,Woman,White,150000.0,150000.0
4732,4/27/2021 12:44:59,59.5,utilities & telecommunications,manager,,79900,18000.0,USD,,,united states,tennessee,morristown,35.5,25.5,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer,97900.0,97900.0
4733,4/27/2021 12:44:59,29.5,"marketing, advertising & pr",account manager,,35000,0.0,USD,,,united states,colorado,golden,9.0,6.0,Master's degree,Woman,White,35000.0,35000.0
4735,4/27/2021 12:45:03,29.5,property or construction,project coordinator,,54000,0.0,CAD,,Canada,canada,ontario,toronto,9.0,6.0,Some college,Woman,White,54000.0,39960.0
4744,4/27/2021 12:45:27,29.5,education (higher education),program coordinator,,49000,0.0,USD,,,united states,washington,,6.0,6.0,College degree,Woman,Another option not listed here or prefer not to answer,49000.0,49000.0
4745,4/27/2021 12:45:29,39.5,computing or tech,systems engineer,,140000,0.0,USD,,,united states,new jersey,clifton,15.5,15.5,Master's degree,Woman,White,140000.0,140000.0
4752,4/27/2021 12:45:44,39.5,health care,program manager,,90000,0.0,USD,,,united states,north carolina,durham,15.5,9.0,Master's degree,Woman,White,90000.0,90000.0
4761,4/27/2021 12:46:09,39.5,computing or tech,senior product manager,,140000,0.0,USD,,,united states,california,los angeles,15.5,15.5,College degree,Man,White,140000.0,140000.0
4770,4/27/2021 12:46:33,39.5,engineering or manufacturing,project manager,Project/client manager of environmental regulatory compliance for a consulting company,137000,8000.0,USD,,,united states,florida,princeton,25.5,25.5,College degree,Woman,White,145000.0,145000.0
4771,4/27/2021 12:46:33,39.5,government and public administration,program director,,90000,0.0,USD,,,united states,washington,olympia,25.5,15.5,"Professional degree (MD, JD, etc.)",Woman,White,90000.0,90000.0
4773,4/27/2021 12:46:34,29.5,law,administrative assistant,I’m a coordinator for statewide programs - my job title undersells what I do,40000,0.0,USD,,I receive an annual cost of living increase,united states,louisiana,new orleans,3.0,3.0,College degree,Woman,White,40000.0,40000.0
4775,4/27/2021 12:46:36,39.5,"marketing, advertising & pr",marketing manager,,80000,10000.0,USD,,,united states,north carolina,burlington,15.5,9.0,College degree,Woman,White,90000.0,90000.0
4777,4/27/2021 12:46:36,21.0,nonprofits,paralegal,,55000,0.0,USD,,,united states,district of columbia,dc,1.0,1.0,College degree,Woman,Asian or Asian American,55000.0,55000.0
4780,4/27/2021 12:46:39,39.5,nonprofits,senior director,,165000,33000.0,USD,,Bonus is based on company wide performance,united states,california,san francisco,15.5,15.5,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",198000.0,198000.0
4782,4/27/2021 12:46:40,39.5,nonprofits,archivist,,51000,0.0,USD,,,united states,new york,rochester,15.5,9.0,Master's degree,Woman,White,51000.0,51000.0
4785,4/27/2021 12:46:49,29.5,nonprofits,manager,,98500,0.0,USD,,"I work at a non-profit consulting firm, so it's halfway between nonprofit and business consulting salary-wise",united states,california,san francisco,15.5,6.0,Master's degree,Woman,White,98500.0,98500.0
